Season,Team,QB_QBR,QB_WinPct,QB_Wins
2017,Rams,53.456614785992215,0.6875,10.3125
2017,Ravens,47.94672566371682,0.5625,9.0
2017,Saints,63.099999999999994,0.6875,11.0
2017,Seahawks,62.39999999999999,0.5625,9.0
2017,Steelers,66.2634974533107,0.8125,11.3125
2017,Texans,56.20247619047618,0.25,1.5625
2017,Titans,55.24969696969697,0.5625,8.4375
2017,Vikings,73.16844106463878,0.8125,9.875
2018,49ers,44.41127819548873,0.25,1.6875
2018,Bears,64.51764705882353,0.75,9.75
2018,Bengals,49.73789279112754,0.375,3.75
2018,Bills,41.51411290322581,0.375,3.5
2018,Broncos,44.5,0.375,6.0
2018,Browns,47.59754816112084,0.4375,5.0625
2018,Buccaneers,64.15,0.3125,2.5625
2018,Cardinals,26.879149797570854,0.1875,2.4375
2018,Chargers,67.27578125000001,0.75,12.0
2018,Chiefs,80.24493996569468,0.75,12.0
2018,Colts,69.78911353032659,0.625,10.0
2018,Commanders,43.20728346456693,0.4375,3.9375
2018,Cowboys,55.2,0.625,10.0
2018,Dolphins,33.71194690265487,0.4375,4.0625
2018,Eagles,62.997993311036794,0.5625,4.6875
2018,Falcons,65.67154471544715,0.4375,7.0
2018,Giants,48.67831325301205,0.3125,5.0
2018,Jaguars,39.106928838951305,0.3125,2.75
2018,Jets,43.359923664122135,0.25,3.25
2018,Lions,50.060664335664335,0.375,6.0
2018,Packers,55.863849765258216,0.375,6.0
2018,Panthers,51.90871886120996,0.4375,5.3125
2018,Patriots,68.16258741258741,0.6875,11.0
2018,Raiders,46.25125899280576,0.25,4.0
2018,Rams,63.29255319148936,0.8125,13.0
2018,Ravens,50.49225225225226,0.625,4.875
2018,Saints,76.56069364161851,0.65,9.75
2018,Seahawks,63.3,0.625,10.0
2018,Steelers,69.27510917030567,0.5625,9.0
2018,Texans,61.8,0.6875,11.0
2018,Titans,47.07453703703704,0.5625,6.0625
2018,Vikings,59.5,0.5,8.0
2019,49ers,60.8,0.8125,13.0
2019,Bears,43.497241379310346,0.5,7.5
2019,Bengals,39.680975609756096,0.125,1.625
2019,Bills,45.505273437499994,0.625,10.0
2019,Broncos,48.82310756972112,0.4375,2.4375
2019,Browns,54.22346368715084,0.375,6.0
2019,Buccaneers,55.552063492063496,0.4375,7.0
2019,Cardinals,58.155515370705245,0.3125,5.0
2019,Chargers,50.02562814070352,0.3125,5.0
2019,Chiefs,74.50313043478262,0.75,9.75
2019,Colts,47.6947265625,0.4375,6.5625
2019,Commanders,36.372117400419285,0.1875,1.375
2019,Cowboys,71.9,0.5,8.0
2019,Dolphins,59.62995090016367,0.3125,4.0625
2019,Eagles,62.730555555555554,0.5625,9.0
2019,Falcons,61.6207906295754,0.4375,6.5625
2019,Giants,50.88813838550248,0.25,2.5
2019,Jaguars,42.78620102214651,0.375,4.5
2019,Jets,40.033846153846156,0.4375,5.6875
2019,Lions,55.97157894736842,0.1875,1.5
2019,Packers,52.808551483420594,0.8125,13.0
2019,Panthers,33.13777777777777,0.3125,3.75
2019,Patriots,55.339546191247976,0.75,12.0
2019,Raiders,63.35621414913957,0.4375,7.0
2019,Rams,50.439171974522296,0.5625,9.0
2019,Ravens,80.56765375854214,0.875,12.25
2019,Saints,65.65121951219511,0.8125,7.0625
2019,Seahawks,71.5,0.6875,11.0
2019,Steelers,33.897425742574256,0.5,3.625
2019,Texans,67.48157894736842,0.625,9.375
2019,Titans,53.904035874439465,0.5625,5.125
2019,Vikings,58.86451612903226,0.625,9.375
2020,49ers,42.417192982456136,0.375,2.25
2020,Bears,44.37801302931596,0.5,4.25
2020,Bengals,45.404498269896195,0.25,1.625
2020,Bills,74.85767284991569,0.8125,13.0
2020,Broncos,41.26873857404023,0.3333333333333333,3.533333333333333
2020,Browns,64.87903225806451,0.6875,11.0
2020,Buccaneers,65.6702875399361,0.6875,11.0
2020,Cardinals,60.99965156794424,0.5,8.0
2020,Chargers,60.29760383386582,0.4375,5.6875
2020,Chiefs,74.95559105431309,0.875,13.125
2020,Colts,55.047912885662434,0.6875,11.0
2020,Commanders,33.03823038397329,0.4375,2.5
2020,Cowboys,53.736635220125784,0.375,2.875
2020,Dolphins,57.311131059245966,0.625,5.125
2020,Eagles,39.08190954773869,0.25,2.5
2020,Falcons,59.79999999999999,0.25,4.0
2020,Giants,50.87976653696498,0.375,4.5
2020,Jaguars,37.8737012987013,0.0625,0.5
2020,Jets,37.581927710843374,0.125,1.5
2020,Lions,57.0776247848537,0.3125,5.0
2020,Packers,79.8,0.8125,13.0
2020,Panthers,51.97664233576642,0.3125,3.8125
2020,Patriots,35.71926605504587,0.4375,6.5625
2020,Raiders,65.62145454545454,0.5,8.0
2020,Rams,51.94,0.625,8.5
2020,Ravens,63.91012345679012,0.6875,10.3125
2020,Saints,66.75561097256858,0.75,9.0
2020,Seahawks,66.53872113676731,0.75,12.0
2020,Steelers,53.79512195121951,0.75,11.25
2020,Texans,63.58311926605505,0.25,4.0
2020,Titans,72.55351239669422,0.6875,11.0
2020,Vikings,55.8,0.4375,7.0
2022,49ers,58.714481409001955,0.7647058823529411,5.705882352941177
2022,Bears,52.21724137931034,0.17647058823529413,2.6470588235294117
2022,Bengals,60.7295566502463,0.75,12.0
2022,Bills,72.56219512195123,0.8125,13.0
2022,Broncos,36.71190893169878,0.29411764705882354,3.6470588235294117
2022,Browns,55.1873840445269,0.4117647058823529,3.6470588235294117
2022,Buccaneers,54.02173333333334,0.47058823529411764,8.0
2022,Cardinals,43.28778280542986,0.23529411764705882,2.1176470588235294
2022,Chargers,60.194936708860766,0.5882352941176471,10.0
2022,Chiefs,78.76861538461539,0.8235294117647058,14.0
2022,Colts,40.47798013245033,0.23529411764705882,2.823529411764706
2022,Commanders,40.53357400722022,0.47058823529411764,3.5294117647058822
2022,Cowboys,60.162230215827336,0.7058823529411765,6.823529411764706
2022,Dolphins,60.21232876712329,0.5294117647058824,6.235294117647059
2022,Eagles,64.5141791044776,0.8235294117647058,12.352941176470589
2022,Falcons,56.12048192771084,0.4117647058823529,4.294117647058823
2022,Giants,63.1876923076923,0.5294117647058824,8.470588235294118
2022,Jaguars,55.486218487394964,0.5294117647058824,9.0
2022,Jets,38.72889245585875,0.3888888888888889,2.9444444444444446
2022,Lions,63.3,0.5294117647058824,9.0
2022,Packers,42.862877442273536,0.47058823529411764,8.0
2022,Panthers,21.577899343544857,0.4117647058823529,2.3529411764705883
2022,Patriots,37.94814814814815,0.47058823529411764,5.176470588235294
2022,Raiders,57.89794871794872,0.35294117647058826,5.294117647058823
2022,Rams,34.70284090909091,0.29411764705882354,2.0
2022,Ravens,50.78973305954826,0.5882352941176471,6.117647058823529
2022,Saints,48.8079107505071,0.4117647058823529,5.117647058823529
2022,Seahawks,62.8,0.5294117647058824,9.0
2022,Steelers,55.15008787346222,0.5294117647058824,5.529411764705882
2022,Texans,30.280069324090118,0.16917293233082706,2.3684210526315788
2022,Titans,46.34735682819383,0.4117647058823529,4.411764705882353
2022,Vikings,52.52455089820359,0.7647058823529411,13.0
2023,49ers,71.2126530612245,0.7058823529411765,11.294117647058824
2023,Bears,48.48888888888889,0.4117647058823529,4.294117647058823
2023,Bengals,55.316313213703104,0.5294117647058824,4.588235294117647
2023,Bills,70.3,0.6470588235294118,11.0
2023,Broncos,48.96549707602339,0.47058823529411764,6.294117647058823
2023,Browns,37.9,0.6470588235294118,3.235294117647059
2023,Buccaneers,55.00493827160494,0.5294117647058824,9.0
2023,Cardinals,23.223783783783784,0.23529411764705882,1.8823529411764706
2023,Chargers,61.20952380952381,0.29411764705882354,3.823529411764706
2023,Chiefs,63.01946202531645,0.6470588235294118,9.470588235294118
2023,Colts,58.146341463414636,0.5294117647058824,5.823529411764706
2023,Commanders,45.1015748031496,0.23529411764705882,4.0
2023,Cowboys,72.59869706840391,0.7058823529411765,12.0
2023,Dolphins,60.84911660777385,0.6470588235294118,11.0
2023,Eagles,60.891800356506245,0.6470588235294118,11.0
2023,Falcons,42.509090909090915,0.4117647058823529,4.823529411764706
2023,Giants,36.6976833976834,0.35294117647058826,2.0
2023,Jaguars,56.822690437601295,0.5294117647058824,7.588235294117647
2023,Jets,24.453756260434055,0.4117647058823529,3.0
2023,Lions,61.1,0.7058823529411765,12.0
2023,Packers,62.96396551724138,0.5294117647058824,9.0
2023,Panthers,35.59709401709402,0.11764705882352941,1.8823529411764706
2023,Patriots,32.32369838420107,0.23529411764705882,2.0
2023,Raiders,41.43212996389892,0.47058823529411764,4.0
2023,Rams,62.415437392795894,0.5882352941176471,8.0
2023,Ravens,64.8082995951417,0.7647058823529411,12.235294117647058
2023,Saints,55.6490756302521,0.5294117647058824,9.0
2023,Seahawks,58.26452173913043,0.5294117647058824,7.176470588235294
2023,Steelers,42.8849504950495,0.5882352941176471,5.470588235294118
2023,Texans,54.43705583756344,0.5882352941176471,8.058823529411764
2023,Titans,34.529591836734696,0.35294117647058826,3.0
2023,Vikings,43.64888888888889,0.4117647058823529,2.4705882352941178
2024,49ers,60.213157894736845,0.35294117647058826,5.294117647058823
2024,Bears,43.31524822695035,0.29411764705882354,5.0
2024,Bengals,72.1,0.5294117647058824,9.0
2024,Bills,72.63000000000001,0.7647058823529411,13.0
2024,Broncos,53.5,0.5882352941176471,10.0
2024,Browns,34.15158850226929,0.17647058823529413,1.2352941176470589
2024,Buccaneers,58.45183887915937,0.5882352941176471,10.0
2024,Cardinals,63.16832412523021,0.47058823529411764,8.0
2024,Chargers,61.144990176817295,0.6470588235294118,11.0
2024,Chiefs,63.20666666666666,0.8823529411764706,14.117647058823529
2024,Colts,48.659375,0.47058823529411764,4.588235294117647
2024,Commanders,69.2618320610687,0.7058823529411765,12.0
2024,Cowboys,39.47874015748032,0.4117647058823529,3.2941176470588234
2024,Dolphins,45.98595600676819,0.47058823529411764,4.470588235294118
2024,Eagles,63.79508928571429,0.8235294117647058,10.705882352941176
2024,Falcons,47.11290322580645,0.47058823529411764,5.9411764705882355
2024,Giants,40.672881355932205,0.17647058823529413,1.4705882352941178
2024,Jaguars,46.74285714285714,0.23529411764705882,2.0
2024,Jets,46.52607260726073,0.29411764705882354,5.0
2024,Lions,64.97135036496351,0.8823529411764706,15.0
2024,Packers,67.54008350730689,0.6470588235294118,8.176470588235293
2024,Panthers,51.082352941176474,0.29411764705882354,3.1176470588235294
2024,Patriots,51.813446969696976,0.23529411764705882,2.411764705882353
2024,Raiders,37.91561514195583,0.23529411764705882,1.8823529411764706
2024,Rams,60.28028673835126,0.5882352941176471,9.411764705882353
2024,Ravens,74.425786163522,0.7058823529411765,12.0
2024,Saints,47.168131868131866,0.29411764705882354,2.9411764705882355
2024,Seahawks,49.276689189189185,0.5882352941176471,10.0
2024,Steelers,47.84156626506024,0.5882352941176471,5.294117647058823
2024,Texans,47.56619718309859,0.5882352941176471,10.0
2024,Titans,36.83705103969754,0.17647058823529413,1.7058823529411764
2024,Vikings,57.446983546617915,0.8235294117647058,14.0
2025,49ers,67.90942408376964,0.7058823529411765,6.0588235294117645
2025,Bears,58.07272727272727,0.6470588235294118,11.0
2025,Bengals,32.50984375,0.35294117647058826,2.7058823529411766
2025,Bills,66.87373737373737,0.7058823529411765,12.0
2025,Broncos,58.39999999999999,0.8235294117647058,14.0
2025,Browns,17.556193895870734,0.29411764705882354,1.8235294117647058
2025,Buccaneers,59.66720430107527,0.47058823529411764,8.0
2025,Cardinals,42.88904320987654,0.17647058823529413,1.2941176470588236
2025,Chargers,56.75289982425307,0.6470588235294118,10.352941176470589
2025,Chiefs,60.8957191780822,0.35294117647058826,4.9411764705882355
2025,Colts,60.26825688073394,0.47058823529411764,6.117647058823529
2025,Commanders,48.83368869936035,0.29411764705882354,1.8823529411764706
2025,Cowboys,69.73076923076923,0.4117647058823529,7.0
2025,Dolphins,35.72719665271966,0.4117647058823529,5.117647058823529
2025,Eagles,53.14768611670021,0.6470588235294118,10.352941176470589
2025,Falcons,52.86165137614679,0.47058823529411764,3.9411764705882355
2025,Giants,51.78893129770993,0.23529411764705882,2.823529411764706
2025,Jaguars,58.646003552397865,0.7647058823529411,13.0
2025,Jets,33.55641547861507,0.17647058823529413,1.2941176470588236
2025,Lions,57.517586206896546,0.5294117647058824,9.0
2025,Packers,72.3519427402863,0.5294117647058824,7.9411764705882355
2025,Panthers,45.21417475728156,0.47058823529411764,7.529411764705882
2025,Patriots,77.10637450199204,0.8235294117647058,14.0
2025,Raiders,30.574368932038833,0.17647058823529413,1.8823529411764706
2025,Rams,71.1,0.7058823529411765,12.0
2025,Ravens,61.288598574821854,0.47058823529411764,4.823529411764706
2025,Saints,49.42003424657535,0.35294117647058826,3.1176470588235294
2025,Seahawks,55.98374999999999,0.8235294117647058,14.0
2025,Steelers,43.31672727272727,0.5882352941176471,9.411764705882353
2025,Texans,57.02783505154639,0.7058823529411765,7.9411764705882355
2025,Titans,31.978947368421053,0.17647058823529413,3.0
2025,Vikings,35.289026915113865,0.5294117647058824,4.235294117647059
