Season,Team,QB_QBR,QB_WinPct,QB_Wins,RB_RBR,QB_Salary,RB_Salary,W,W_PCT,Playoffs
2015,Rams,31.2501066098081,0.4375,3.6875,0.2879476828822916,5218449.0,4573838.0,7.0,0.438,0.0
2015,Ravens,35.91762962962962,0.3125,2.125,0.049423394954148527,16944412.0,2913788.0,5.0,0.313,0.0
2015,Saints,68.2990990990991,0.4375,6.5625,0.13385687538847646,25358586.0,5692821.0,7.0,0.438,0.0
2015,Seahawks,68.6723926380368,0.625,10.0,0.27874660642182303,8554868.0,10635847.0,10.0,0.625,1.0
2015,Steelers,66.15338983050847,0.625,5.3125,0.297419892716329,20358139.0,3265082.0,10.0,0.625,1.0
2015,Texans,36.205672609400324,0.5625,3.375,0.25220049854791066,6357837.0,10875801.0,9.0,0.563,1.0
2015,Titans,39.78909090909091,0.1875,2.25,0.1728277978019643,5017020.0,5286810.0,3.0,0.188,0.0
2015,Vikings,56.850440528634365,0.6875,11.0,0.20054958386657581,5245038.0,16960950.0,11.0,0.688,1.0
2016,49ers,50.79674134419552,0.125,1.0,0.38627460342777087,23694507.0,3028926.0,2.0,0.125,0.0
2016,Bears,39.667204301075266,0.1875,1.0,0.33918098308069095,20140353.0,2164522.0,3.0,0.188,0.0
2016,Bengals,52.3,0.375,6.0,0.36241165612525106,14195413.0,7582248.0,6.0,0.406,0.0
2016,Bills,59.203382663847776,0.4375,6.5625,0.3650128311953794,10286322.0,10305929.0,7.0,0.438,0.0
2016,Broncos,45.96572934973638,0.5625,7.125,0.2147392656197256,2261161.0,7652724.0,9.0,0.563,0.0
2016,Browns,39.05727109515261,0.0625,0.3125,0.4247279605915534,11022385.0,2873269.0,1.0,0.063,0.0
2016,Buccaneers,60.20034602076125,0.5625,9.0,0.390604986004822,8192029.0,9960806.0,9.0,0.563,0.0
2016,Cardinals,50.60046511627907,0.4375,5.6875,0.24434187131466156,20967647.0,5171763.0,7.0,0.469,0.0
2016,Chargers,58.59879101899827,0.3125,5.0,0.2001435051892968,17180000.0,7117376.0,5.0,0.313,0.0
2016,Chiefs,57.675919117647055,0.75,10.375,0.28611710589004663,20232200.0,8036819.0,12.0,0.75,1.0
2016,Colts,63.414261168384876,0.5,7.5,0.35522818804135325,19980000.0,5551333.0,8.0,0.5,0.0
2016,Commanders,66.5,0.5,8.0,0.35422402147306514,22237334.0,2428948.0,8.0,0.531,0.0
2016,Cowboys,75.03118503118502,0.8125,13.0,0.38861972158291375,23926148.0,9073966.0,13.0,0.813,1.0
2016,Dolphins,54.174579831932775,0.625,6.875,0.328724523141972,13281182.0,1974686.0,10.0,0.625,1.0
2016,Eagles,46.78684210526316,0.4375,7.0,0.3840463499545193,9960643.0,10317028.0,7.0,0.438,0.0
2016,Falcons,79.23966480446927,0.6875,11.0,0.15533177450482524,25631100.0,1852741.0,11.0,0.688,1.0
2016,Giants,45.7,0.6875,11.0,0.062339813882764716,25595300.0,9665597.0,11.0,0.688,1.0
2016,Jaguars,43.0,0.1875,3.0,0.09858949536730821,10864196.0,5551588.0,3.0,0.188,0.0
2016,Jets,33.23472727272727,0.3125,2.375,0.3805565541152744,10107898.0,5337110.0,5.0,0.313,0.0
2016,Lions,65.2,0.5625,9.0,0.4781828787438666,23338824.0,3971695.0,9.0,0.563,1.0
2016,Packers,71.31290322580645,0.625,10.0,0.32447276513542334,19910320.0,4891731.0,10.0,0.625,1.0
2016,Panthers,44.021669626998225,0.375,5.25,0.2270298238872251,21450000.0,10958863.0,6.0,0.375,0.0
2016,Patriots,76.40781818181819,0.875,8.625,0.2882960323009647,15259305.0,5014925.0,14.0,0.875,1.0
2016,Raiders,53.52130872483222,0.75,11.25,0.22376615855999685,4623009.0,2818849.0,12.0,0.75,1.0
2016,Rams,29.696622889305814,0.25,2.25,0.14372802636371645,9453311.0,6684248.0,4.0,0.25,0.0
2016,Ravens,52.06814159292035,0.5,8.0,0.3650012128227414,24056900.0,2492212.0,8.0,0.5,0.0
2016,Saints,66.8,0.4375,7.0,0.1183327697926757,18617300.0,4961190.0,7.0,0.438,0.0
2016,Seahawks,57.374468085106386,0.625,10.0,0.36751922272124954,18997000.0,2236171.0,10.0,0.656,1.0
2016,Steelers,57.65260504201681,0.6875,8.875,0.27164136071710804,25334805.0,4433346.0,11.0,0.688,1.0
2016,Texans,50.28919382504288,0.5625,7.125,0.45063367969908363,14412646.0,7911734.0,9.0,0.563,1.0
2016,Titans,59.86195219123506,0.5625,7.5625,0.15677921193686933,7534058.0,7603960.0,9.0,0.563,0.0
2016,Vikings,53.38023850085179,0.5,6.625,0.26909972039895774,12430538.0,13666191.0,8.0,0.5,0.0
2017,49ers,37.698187808896215,0.375,1.875,,1280189.0,2825514.0,6.0,0.375,0.0
2017,Bears,30.857446808510634,0.3125,3.25,,21278625.0,2385295.0,5.0,0.313,0.0
2017,Bengals,44.03176470588235,0.4375,7.0,,16798413.0,7569296.0,7.0,0.438,0.0
2017,Bills,51.70746268656716,0.5625,7.125,,10238211.0,11190118.0,9.0,0.563,1.0
2017,Broncos,36.8053003533569,0.3125,3.125,,3920973.0,6090264.0,5.0,0.313,0.0
2017,Browns,32.36045296167248,0.0,0.0,,2209957.0,4470494.0,0.0,0.0,0.0
2017,Buccaneers,53.985950413223144,0.3125,2.8125,,11738985.0,8969129.0,5.0,0.313,0.0
2017,Cardinals,42.436180904522615,0.5,2.6875,,29489118.0,3666976.0,8.0,0.5,0.0
2017,Chargers,61.22041166380789,0.5625,9.0,,19155000.0,5059879.0,9.0,0.563,0.0
2017,Chiefs,65.55637707948244,0.625,8.5,,21205288.0,4243728.0,10.0,0.625,1.0
2017,Colts,42.795071868583165,0.25,3.75,,22129791.0,6704574.0,4.0,0.25,0.0
2017,Commanders,56.2,0.4375,7.0,,27543600.0,4474359.0,7.0,0.438,0.0
2017,Cowboys,69.58012170385396,0.5625,9.0,,1782314.0,7879602.0,9.0,0.563,0.0
2017,Dolphins,41.23823038397329,0.375,5.25,,33058282.0,3310080.0,6.0,0.375,0.0
2017,Eagles,68.2831560283688,0.8125,9.3125,,7948686.0,7712155.0,13.0,0.813,1.0
2017,Falcons,66.7,0.625,10.0,,27422800.0,5928217.0,10.0,0.625,1.0
2017,Giants,47.137397034596376,0.1875,2.8125,,21444105.0,6846041.0,3.0,0.188,0.0
2017,Jaguars,59.08780952380952,0.625,10.0,,10071983.0,13724506.0,10.0,0.625,1.0
2017,Jets,51.0770137524558,0.3125,4.0625,,8334184.0,10310192.0,5.0,0.313,0.0
2017,Lions,64.7719298245614,0.5625,9.0,,17047200.0,5553764.0,9.0,0.563,0.0
2017,Packers,54.48538324420678,0.4375,3.4375,,21034437.0,2394382.0,7.0,0.438,0.0
2017,Panthers,51.86,0.6875,11.0,,22710632.0,11316345.0,11.0,0.688,1.0
2017,Patriots,70.3732538330494,0.8125,13.0,,14476471.0,11010522.0,13.0,0.813,1.0
2017,Raiders,50.90860215053763,0.375,5.625,,17066663.0,3913937.0,6.0,0.375,0.0
2017,Rams,53.456614785992215,0.6875,10.3125,,7755133.0,6953354.0,11.0,0.688,1.0
2017,Ravens,47.94672566371682,0.5625,9.0,,26742000.0,5270289.0,9.0,0.563,0.0
2017,Saints,63.099999999999994,0.6875,11.0,,20365000.0,6649958.0,11.0,0.688,1.0
2017,Seahawks,62.39999999999999,0.5625,9.0,,15443870.0,5565665.0,9.0,0.563,0.0
2017,Steelers,66.2634974533107,0.8125,11.3125,,21004781.0,13113454.0,13.0,0.813,1.0
2017,Texans,56.20247619047618,0.25,1.5625,,3855907.0,9441681.0,4.0,0.25,0.0
2017,Titans,55.24969696969697,0.5625,8.4375,,10351646.0,8746428.0,9.0,0.563,1.0
2017,Vikings,73.16844106463878,0.8125,9.875,,22523284.0,6109029.0,13.0,0.813,1.0
2018,49ers,44.41127819548873,0.25,1.6875,0.4069108119580105,38197259.0,8311842.0,4.0,0.25,0.0
2018,Bears,64.51764705882353,0.75,9.75,0.6014473110723831,10598281.0,2865819.0,12.0,0.75,1.0
2018,Bengals,49.73789279112754,0.375,3.75,0.5995159570621885,17198153.0,6168245.0,6.0,0.375,0.0
2018,Bills,41.51411290322581,0.375,3.5,0.37670055914230294,4972932.0,12700103.0,6.0,0.375,0.0
2018,Broncos,44.5,0.375,6.0,0.4274736673428727,15706000.0,1963621.0,6.0,0.375,0.0
2018,Browns,47.59754816112084,0.4375,5.0625,0.4298443552909308,24442360.0,5651728.0,7.0,0.469,0.0
2018,Buccaneers,64.15,0.3125,2.5625,0.6169014516659297,12616903.0,3981361.0,5.0,0.313,0.0
2018,Cardinals,26.879149797570854,0.1875,2.4375,0.08658637992635661,5229993.0,6642019.0,3.0,0.188,0.0
2018,Chargers,67.27578125000001,0.75,12.0,0.40398794220053297,23129200.0,4755413.0,12.0,0.75,1.0
2018,Chiefs,80.24493996569468,0.75,12.0,0.4574825037939527,6462373.0,3839568.0,12.0,0.75,1.0
2018,Colts,69.78911353032659,0.625,10.0,0.43164634274833785,25722676.0,2083712.0,10.0,0.625,1.0
2018,Commanders,43.20728346456693,0.4375,3.9375,0.0921405937255064,22370588.0,6464791.0,7.0,0.438,0.0
2018,Cowboys,55.2,0.625,10.0,0.05708449743341996,1816903.0,7705768.0,10.0,0.625,1.0
2018,Dolphins,33.71194690265487,0.4375,4.0625,0.4093615286529479,10507195.0,4122610.0,7.0,0.438,0.0
2018,Eagles,62.997993311036794,0.5625,4.6875,0.3742721530082536,21505365.0,5143228.0,9.0,0.563,1.0
2018,Falcons,65.67154471544715,0.4375,7.0,0.45932857026167784,22329200.0,7325063.0,7.0,0.438,0.0
2018,Giants,48.67831325301205,0.3125,5.0,0.08471317679642787,23411925.0,11329128.0,5.0,0.313,0.0
2018,Jaguars,39.106928838951305,0.3125,2.75,0.3911877990774158,10786333.0,12425774.0,5.0,0.313,0.0
2018,Jets,43.359923664122135,0.25,3.25,0.37770764694410897,15760757.0,8070717.0,4.0,0.25,0.0
2018,Lions,50.060664335664335,0.375,6.0,0.3829097159025839,27560000.0,7708425.0,6.0,0.375,0.0
2018,Packers,55.863849765258216,0.375,6.0,0.36784279457893243,22071928.0,1581868.0,6.0,0.406,0.0
2018,Panthers,51.90871886120996,0.4375,5.3125,0.5156596122828828,22245471.0,6826065.0,7.0,0.438,0.0
2018,Patriots,68.16258741258741,0.6875,11.0,0.4441587876394587,23044200.0,7894058.0,11.0,0.688,1.0
2018,Raiders,46.25125899280576,0.25,4.0,0.44059128802863906,25915200.0,7694424.0,4.0,0.25,0.0
2018,Rams,63.29255319148936,0.8125,13.0,0.08202027267050438,8767592.0,9038320.0,13.0,0.813,1.0
2018,Ravens,50.49225225225226,0.625,4.875,0.3647503507684826,27572118.0,3363334.0,10.0,0.625,1.0
2018,Saints,76.56069364161851,0.65,9.75,0.4837691173429437,26852600.0,7093841.0,13.0,0.813,1.0
2018,Seahawks,63.3,0.625,10.0,0.42804419953196304,24620964.0,4655724.0,10.0,0.625,1.0
2018,Steelers,69.27510917030567,0.5625,9.0,0.43212187796274465,24607847.0,1545560.0,9.0,0.594,0.0
2018,Texans,61.8,0.6875,11.0,0.4292782831322095,4498746.0,8781571.0,11.0,0.688,1.0
2018,Titans,47.07453703703704,0.5625,6.0625,0.3791328522865972,9704446.0,6578378.0,9.0,0.563,0.0
2018,Vikings,59.5,0.5,8.0,0.35644792704408895,26462000.0,8510220.0,8.0,0.531,0.0
2019,49ers,60.8,0.8125,13.0,0.36455393442663747,21532358.0,12516472.0,13.0,0.813,1.0
2019,Bears,43.497241379310346,0.5,7.5,0.3183856956076462,14055437.0,1792775.0,8.0,0.5,0.0
2019,Bengals,39.680975609756096,0.125,1.625,0.4738779678008384,17389080.0,7753530.0,2.0,0.125,0.0
2019,Bills,45.505273437499994,0.625,10.0,0.3566572345015921,6713826.0,4562191.0,10.0,0.625,1.0
2019,Broncos,48.82310756972112,0.4375,2.4375,0.3652344991930699,6936162.0,4939853.0,7.0,0.438,0.0
2019,Browns,54.22346368715084,0.375,6.0,0.451389097519288,11826075.0,3404034.0,6.0,0.375,0.0
2019,Buccaneers,55.552063492063496,0.4375,7.0,0.3706336246561456,23770750.0,5056256.0,7.0,0.438,0.0
2019,Cardinals,58.155515370705245,0.3125,5.0,0.38630280994917193,8296599.0,12140266.0,5.0,0.344,0.0
2019,Chargers,50.02562814070352,0.3125,5.0,0.3407030733809341,27064655.0,6477550.0,5.0,0.313,0.0
2019,Chiefs,74.50313043478262,0.75,9.75,0.2696448755719589,9288808.0,6758058.0,12.0,0.75,1.0
2019,Colts,47.6947265625,0.4375,6.5625,0.4554146080249118,11793235.0,2907359.0,7.0,0.438,0.0
2019,Commanders,36.372117400419285,0.1875,1.375,0.3452417539526993,29974202.0,8218621.0,3.0,0.188,0.0
2019,Cowboys,71.9,0.5,8.0,0.5215875979250771,2903516.0,7258235.0,8.0,0.5,0.0
2019,Dolphins,59.62995090016367,0.3125,4.0625,0.28578080695412184,7119898.0,1989719.0,5.0,0.313,0.0
2019,Eagles,62.730555555555554,0.5625,9.0,0.32748864850396053,14278779.0,5468274.0,9.0,0.563,1.0
2019,Falcons,61.6207906295754,0.4375,6.5625,0.33377535708554007,18063000.0,9484109.0,7.0,0.438,0.0
2019,Giants,50.88813838550248,0.25,2.5,0.43986018225093193,28405163.0,8989981.0,4.0,0.25,0.0
2019,Jaguars,42.78620102214651,0.375,4.5,0.44463252755704324,13149963.0,9322496.0,6.0,0.375,0.0
2019,Jets,40.033846153846156,0.4375,5.6875,0.38548125107111425,9491711.0,11432801.0,7.0,0.438,0.0
2019,Lions,55.97157894736842,0.1875,1.5,0.32371081450702816,31930059.0,2307429.0,3.0,0.219,0.0
2019,Packers,52.808551483420594,0.8125,13.0,0.480570243670141,30060000.0,2275911.0,13.0,0.813,1.0
2019,Panthers,33.13777777777777,0.3125,3.75,0.5858128863462753,24395545.0,6283177.0,5.0,0.313,0.0
2019,Patriots,55.339546191247976,0.75,12.0,0.4291760884340922,22535204.0,12229419.0,12.0,0.75,1.0
2019,Raiders,63.35621414913957,0.4375,7.0,0.4153622235412225,25688481.0,8002165.0,7.0,0.438,0.0
2019,Rams,50.439171974522296,0.5625,9.0,0.33699392252732585,11765577.0,12126193.0,9.0,0.563,0.0
2019,Ravens,80.56765375854214,0.875,12.25,0.33887607430212935,4187820.0,4647747.0,14.0,0.875,1.0
2019,Saints,65.65121951219511,0.8125,7.0625,0.3668610155459243,26595000.0,3756693.0,13.0,0.813,1.0
2019,Seahawks,71.5,0.6875,11.0,0.4262671360319107,26996766.0,5035413.0,11.0,0.688,1.0
2019,Steelers,33.897425742574256,0.5,3.625,0.3041543091302941,27991392.0,1766913.0,8.0,0.5,0.0
2019,Texans,67.48157894736842,0.625,9.375,0.408430789742586,7833793.0,12744125.0,10.0,0.625,1.0
2019,Titans,53.904035874439465,0.5625,5.125,0.6100863822220692,23283000.0,7319205.0,9.0,0.563,1.0
2019,Vikings,58.86451612903226,0.625,9.375,0.3847181122488472,29905000.0,4409766.0,10.0,0.625,1.0
2020,49ers,42.417192982456136,0.375,2.25,0.43092591072756203,28656986.0,12651495.0,6.0,0.375,0.0
2020,Bears,44.37801302931596,0.5,4.25,0.3147121892647696,16294775.0,5188323.0,8.0,0.5,1.0
2020,Bengals,45.404498269896195,0.25,1.625,0.4663654662967818,7882344.0,10305900.0,4.0,0.281,0.0
2020,Bills,74.85767284991569,0.8125,13.0,0.19965314282831578,8756449.0,5465493.0,13.0,0.813,1.0
2020,Broncos,41.26873857404023,0.3333333333333333,3.533333333333333,0.30190410102806325,3938956.0,9025620.0,5.0,0.313,0.0
2020,Browns,64.87903225806451,0.6875,11.0,0.18482354065205528,11937673.0,6893053.0,11.0,0.688,1.0
2020,Buccaneers,65.6702875399361,0.6875,11.0,0.2701322296788951,27556500.0,6969905.0,11.0,0.688,1.0
2020,Cardinals,60.99965156794424,0.5,8.0,0.20054271623435008,9578101.0,10593827.0,8.0,0.5,0.0
2020,Chargers,60.29760383386582,0.4375,5.6875,0.42064616139256455,13077156.0,7122592.0,7.0,0.438,0.0
2020,Chiefs,74.95559105431309,0.875,13.125,0.287723138451213,7250503.0,5099201.0,14.0,0.875,1.0
2020,Colts,55.047912885662434,0.6875,11.0,0.34914383342401456,47105566.0,5629641.0,11.0,0.688,1.0
2020,Commanders,33.03823038397329,0.4375,2.5,0.20892316775931002,21143235.0,4636838.0,7.0,0.438,1.0
2020,Cowboys,53.736635220125784,0.375,2.875,0.25024626753374973,35728728.0,12355915.0,6.0,0.375,0.0
2020,Dolphins,57.311131059245966,0.625,5.125,0.44083558573220216,13738107.0,6048483.0,10.0,0.625,0.0
2020,Eagles,39.08190954773869,0.25,2.5,0.1172661862095378,21452022.0,3762174.0,4.0,0.281,0.0
2020,Falcons,59.79999999999999,0.25,4.0,0.29470352905878555,21507782.0,9372815.0,4.0,0.25,0.0
2020,Giants,50.87976653696498,0.375,4.5,0.14582621791489747,8405304.0,13923430.0,6.0,0.375,0.0
2020,Jaguars,37.8737012987013,0.0625,0.5,0.3499515976889009,2218968.0,4284150.0,1.0,0.063,0.0
2020,Jets,37.581927710843374,0.125,1.5,0.11958201678108585,10741087.0,2359512.0,2.0,0.125,0.0
2020,Lions,57.0776247848537,0.3125,5.0,0.20201825796412248,23776471.0,4561066.0,5.0,0.313,0.0
2020,Packers,79.8,0.8125,13.0,0.298192829767932,24645540.0,7058628.0,13.0,0.813,1.0
2020,Panthers,51.97664233576642,0.3125,3.8125,0.07818244731813435,15601427.0,12031841.0,5.0,0.313,0.0
2020,Patriots,35.71926605504587,0.4375,6.5625,0.36638154112773696,3605328.0,11650746.0,7.0,0.438,0.0
2020,Raiders,65.62145454545454,0.5,8.0,0.30074370153426827,31625000.0,8300028.0,8.0,0.5,0.0
2020,Rams,51.94,0.625,8.5,0.6594696322905935,29742082.0,4617451.0,10.0,0.625,1.0
2020,Ravens,63.91012345679012,0.6875,10.3125,0.47663820214079633,5966788.0,8155745.0,11.0,0.688,1.0
2020,Saints,66.75561097256858,0.75,9.0,0.30966320849680706,29615000.0,10071475.0,12.0,0.75,1.0
2020,Seahawks,66.53872113676731,0.75,12.0,0.4364601305473254,32063900.0,9951728.0,12.0,0.75,1.0
2020,Steelers,53.79512195121951,0.75,11.25,0.19909875408099734,25787420.0,3152932.0,12.0,0.75,1.0
2020,Texans,63.58311926605505,0.25,4.0,0.12646283183707904,14334715.0,16353897.0,4.0,0.25,0.0
2020,Titans,72.55351239669422,0.6875,11.0,0.23315879101626683,23182000.0,8686298.0,11.0,0.688,1.0
2020,Vikings,55.8,0.4375,7.0,0.2663267210637662,22173100.0,7162164.0,7.0,0.438,0.0
2022,49ers,58.714481409001955,0.7647058823529411,5.705882352941177,0.3154678575029404,22715235.0,3134553.0,13.0,0.765,1.0
2022,Bears,52.21724137931034,0.17647058823529413,2.6470588235294117,0.1734345693461005,6917413.0,4900984.0,3.0,0.176,0.0
2022,Bengals,60.7295566502463,0.75,12.0,0.12205228144829496,11332371.0,15533810.0,12.0,0.75,1.0
2022,Bills,72.56219512195123,0.8125,13.0,0.38367506455100087,20230481.0,7299886.0,13.0,0.813,1.0
2022,Broncos,36.71190893169878,0.29411764705882354,3.6470588235294117,0.41203474624751324,18082500.0,6405499.0,5.0,0.294,0.0
2022,Browns,55.1873840445269,0.4117647058823529,3.6470588235294117,0.14412494157606665,14942928.0,14503104.0,7.0,0.412,0.0
2022,Buccaneers,54.02173333333334,0.47058823529411764,8.0,0.5472855892617547,15762231.0,7606106.0,8.0,0.471,1.0
2022,Cardinals,43.28778280542986,0.23529411764705882,2.1176470588235294,0.3711664625160896,16348925.0,6213758.0,4.0,0.235,0.0
2022,Chargers,60.194936708860766,0.5882352941176471,10.0,0.12267942540688517,10283406.0,9875576.0,10.0,0.588,1.0
2022,Chiefs,78.76861538461539,0.8235294117647058,14.0,0.4985129028406387,38825381.0,6354516.0,14.0,0.824,1.0
2022,Colts,40.47798013245033,0.23529411764705882,2.823529411764706,0.5694733048399004,22163558.0,3818974.0,4.0,0.265,0.0
2022,Commanders,40.53357400722022,0.47058823529411764,3.5294117647058822,0.167541454361607,32853576.0,5121964.0,8.0,0.5,0.0
2022,Cowboys,60.162230215827336,0.7058823529411765,6.823529411764706,0.04479641058762789,21325834.0,20945082.0,12.0,0.706,1.0
2022,Dolphins,60.21232876712329,0.5294117647058824,6.235294117647059,0.44758351783578565,15532211.0,6283012.0,9.0,0.529,1.0
2022,Eagles,64.5141791044776,0.8235294117647058,12.352941176470589,0.20792200751100628,5008230.0,5245906.0,14.0,0.824,1.0
2022,Falcons,56.12048192771084,0.4117647058823529,4.294117647058823,0.42584299803995806,6303695.0,4894510.0,7.0,0.412,0.0
2022,Giants,63.1876923076923,0.5294117647058824,8.470588235294118,0.0718046445824966,11387502.0,9341218.0,9.0,0.559,1.0
2022,Jaguars,55.486218487394964,0.5294117647058824,9.0,0.17701214474122112,11319156.0,5232412.0,9.0,0.529,1.0
2022,Jets,38.72889245585875,0.3888888888888889,2.9444444444444446,0.3809343675251623,14312222.0,4608666.0,7.0,0.412,0.0
2022,Lions,63.3,0.5294117647058824,9.0,0.1435753739527425,32219500.0,9162629.0,9.0,0.529,0.0
2022,Packers,42.862877442273536,0.47058823529411764,8.0,0.26404525957251374,32117878.0,7807590.0,8.0,0.471,0.0
2022,Panthers,21.577899343544857,0.4117647058823529,2.3529411764705883,0.09239851513427369,20461726.0,3829960.0,7.0,0.412,0.0
2022,Patriots,37.94814814814815,0.47058823529411764,5.176470588235294,0.32776532986422585,6453362.0,5591629.0,8.0,0.471,0.0
2022,Raiders,57.89794871794872,0.35294117647058826,5.294117647058823,0.23257287654381512,20418333.0,9227435.0,6.0,0.353,0.0
2022,Rams,34.70284090909091,0.29411764705882354,2.0,0.5573979312807735,16649944.0,2816993.0,5.0,0.294,0.0
2022,Ravens,50.78973305954826,0.5882352941176471,6.117647058823529,0.4205020564246114,24100655.0,8179654.0,10.0,0.588,1.0
2022,Saints,48.8079107505071,0.4117647058823529,5.117647058823529,0.29302434636224484,7103500.0,9824543.0,7.0,0.412,0.0
2022,Seahawks,62.8,0.5294117647058824,9.0,0.10426774260639088,5309222.0,9510195.0,9.0,0.529,1.0
2022,Steelers,55.15008787346222,0.5294117647058824,5.529411764705882,0.10804473542388449,10257801.0,5678067.0,9.0,0.529,0.0
2022,Texans,30.280069324090118,0.16917293233082706,2.3684210526315788,0.11118419983945027,3856318.0,5480218.0,3.0,0.206,0.0
2022,Titans,46.34735682819383,0.4117647058823529,4.411764705882353,0.3032840079589747,39710700.0,11960977.0,7.0,0.412,0.0
2022,Vikings,52.52455089820359,0.7647058823529411,13.0,0.1137609060395238,32714868.0,15003672.0,13.0,0.765,1.0
2023,49ers,71.2126530612245,0.7058823529411765,11.294117647058824,0.30452832206262204,,,,,
2023,Bears,48.48888888888889,0.4117647058823529,4.294117647058823,0.501009002920877,,,,,
2023,Bengals,55.316313213703104,0.5294117647058824,4.588235294117647,0.20256521437071762,,,,,
2023,Bills,70.3,0.6470588235294118,11.0,0.3186413287730163,,,,,
2023,Broncos,48.96549707602339,0.47058823529411764,6.294117647058823,0.20346429169889788,,,,,
2023,Browns,37.9,0.6470588235294118,3.235294117647059,0.24830995463500452,,,,,
2023,Buccaneers,55.00493827160494,0.5294117647058824,9.0,0.14313816987132424,,,,,
2023,Cardinals,23.223783783783784,0.23529411764705882,1.8823529411764706,0.13351679149269907,,,,,
2023,Chargers,61.20952380952381,0.29411764705882354,3.823529411764706,0.4834488637596085,,,,,
2023,Chiefs,63.01946202531645,0.6470588235294118,9.470588235294118,0.39859926770040366,,,,,
2023,Colts,58.146341463414636,0.5294117647058824,5.823529411764706,0.5563354368888862,,,,,
2023,Commanders,45.1015748031496,0.23529411764705882,4.0,0.4295747915818155,,,,,
2023,Cowboys,72.59869706840391,0.7058823529411765,12.0,0.2198171835615035,,,,,
2023,Dolphins,60.84911660777385,0.6470588235294118,11.0,0.2116473673138784,,,,,
2023,Eagles,60.891800356506245,0.6470588235294118,11.0,0.20478228631731038,,,,,
2023,Falcons,42.509090909090915,0.4117647058823529,4.823529411764706,0.26807431975632523,,,,,
2023,Giants,36.6976833976834,0.35294117647058826,2.0,0.14070890571037756,,,,,
2023,Jaguars,56.822690437601295,0.5294117647058824,7.588235294117647,0.1803756499746665,,,,,
2023,Jets,24.453756260434055,0.4117647058823529,3.0,0.3569810435691113,,,,,
2023,Lions,61.1,0.7058823529411765,12.0,0.36376884889945654,,,,,
2023,Packers,62.96396551724138,0.5294117647058824,9.0,0.5257922399196364,,,,,
2023,Panthers,35.59709401709402,0.11764705882352941,1.8823529411764706,0.28451824171451956,,,,,
2023,Patriots,32.32369838420107,0.23529411764705882,2.0,0.5413464539514156,,,,,
2023,Raiders,41.43212996389892,0.47058823529411764,4.0,0.30753598118647896,,,,,
2023,Rams,62.415437392795894,0.5882352941176471,8.0,0.3286801212459543,,,,,
